STOPID	PLANVERSIONID	SHORTNAME	LONGNAME	GPS_X	GPS_Y	DECIMALLONGITUDE	DECIMALLATITUDE
501502	40	PTCUY6	Petecuy B3	-763141130	32658692	-76.52809167	3.44963667
501550	40	SANPED2	San Pedro B1	-763147820	32714760	-76.52995	3.4541
501551	40	SANPED4	San Pedro B2	-763148420	32716164	-76.53011667	3.45449
501552	40	SANPED6	San Pedro B3	-763149086	32717724	-76.53030167	3.45492333
501600	40	SNTLIB1	Santa Librada A1	-763212846	32623970	-76.53690167	3.43999167
501601	40	SNTLIB2	Santa Librada B1	-763213830	32622602	-76.537175	3.43961167
501602	40	SNTLIB3	Santa Librada A2	-763214574	32621798	-76.53738167	3.43938833
501603	40	SNTLIB4	Santa Librada B2	-763211934	32624732	-76.53664833	3.44020333
501650	40	MANZA1	Manzana del Saber A1	-763227348	32605832	-76.54093	3.43495333
501651	40	MANZA2	Manzana del Saber B1	-763227552	32605538	-76.54098667	3.43487167
501652	40	MANZA3	Manzana del Saber A2	-763228416	32604668	-76.54122667	3.43463
501653	40	MANZA4	Manzana del Saber B2	-763226538	32606786	-76.540705	3.43521833
501700	40	ESTAD1	Estadio A1	-763235382	32554834	-76.54316167	3.43189833
501701	40	ESTAD2	Estadio B1	-763235490	32554240	-76.54319167	3.43173333
501702	40	ESTAD3	Estadio A2	-763236270	32553376	-76.54340833	3.43149333
501703	40	ESTAD4	Estadio B2	-763234620	32555770	-76.54295	3.43215833
501750	40	TEQUE1	Tequendama A1	-763249308	32524840	-76.54703	3.42356667
501752	40	TEQUE3	Tequendama A2	-763249938	32523286	-76.547205	3.423135
501753	40	TEQUE 4	Tequendama B2	-763248666	32525734	-76.54685167	3.423815
501800	40	LIDO1	Lido A1	-763254072	32508046	-76.54835333	3.41890167
501801	40	LIDO2	Lido B1	-763253670	32507386	-76.54824167	3.41871833
501802	40	LIDO3	Lido A2	-763254054	32506360	-76.54834833	3.41843333
501803	40	LIDO4	Lido B2	-763253730	32509054	-76.54825833	3.41918167
501850	40	UDP1	Unidad Deportiva A1	-763254246	32454978	-76.54840167	3.41527167
501851	40	UDP2	Unidad Deportiva B1	-763253658	32452512	-76.54823833	3.41458667
501852	40	UDP3	Unidad Deportiva A2	-763254306	32453604	-76.54841833	3.41489
501853	40	UDP4	Unidad Deportiva B2	-763253616	32453976	-76.54822667	3.41499333
501854	40	UDP5	Unidad Deportiva A3	-763254420	32452116	-76.54845	3.41447667
501855	40	UDP6	Unidad Deportiva B3	-763253615	32455479	-76.54822639	3.41541083
501900	40	PLATOR1	Plaza de Toros A1	-763250850	32434494	-76.54745833	3.40958167
501901	40	PLATOR2	Plaza de Toros B1	-763250814	32435532	-76.54744833	3.40987
501950	40	PAMPA1	Pampalinda A1	-763248564	32413026	-76.54682333	3.40361833
501951	40	PAMPA2	Pampalinda B1	-763248396	32413896	-76.54677667	3.40386
502000	40	REFUG1	Refugio A1	-763247406	32354870	-76.54650167	3.398575
502001	40	REFUG2	Refugio B1	-763247058	32356106	-76.546405	3.39891833
502050	40	CALDAS1	Caldas A1	-763245576	32339318	-76.54599333	3.394255
502051	40	CALDAS2	Caldas B1	-763244964	32338322	-76.54582333	3.39397833
502100	40	CAPRI1	Capri A1	-763242276	32317526	-76.54507667	3.38820167
502101	40	CAPRI2	Capri B1	-763241268	32316170	-76.54479667	3.387825
502103	40	CAPRI4	Capri B2	-763241502	32317808	-76.54486167	3.38828
502150	40	MELEN1	Melendez A1	-763234002	32237236	-76.54277833	3.37701
502151	40	MELEN2	Melendez B1	-763234044	32238304	-76.54279	3.37730667
502200	40	BUITRE1	Buitrera A1	-763223982	32221126	-76.539995	3.372535
502201	40	BUITRE2	Buitrera B1	-763225710	32222182	-76.540475	3.37282833
502250	40	UNIVAL1	Univalle A1	-763211850	32214472	-76.536625	3.37068667
502251	40	UNIVAL2	Univalle B1	-763212666	32215546	-76.53685167	3.370985
502300	40	UNIV1	Universidades A1	-763145306	32201218	-76.52925167	3.367005
502301	40	UNIV2	Universidades B1	-763144580	32201524	-76.52905	3.36709
502302	40	UNIV3	Universidades A2	-763144256	32200558	-76.52896	3.36682167
502303	40	UNIV4	Universidades B2	-763145822	32201860	-76.529395	3.36718333
502304	40	UNIVCOM1	Universidades C1	-763141559	32159601	-76.52821083	3.36655583
502305	40	UNIVCOM2	Universidades D1	-763141556	32160000	-76.52821	3.36666667
502350	40	VERSALL1	Versalles A1	-763137656	32740104	-76.52712667	3.46114
502351	40	VERSALL2	Versalles B1	-763136750	32740788	-76.526875	3.46133
502401	40	L.AMERI2	Las Americas B1	-763130492	32749512	-76.52513667	3.46375333
502450	40	PRADNOR1	Prados del Norte A1	-763111172	32827678	-76.51977	3.474355
502451	40	PRADNOR2	Prados del Norte B1	-763110212	32828506	-76.51950333	3.474585
502500	40	VIPASA1	Vipasa A1	-763101794	32842666	-76.517165	3.47851833
502501	40	VIPASA2	Vipasa B1	-763100666	32843584	-76.51685167	3.47877333
502550	40	ALAMOS1	Alamos A1	-763048140	32904440	-76.51337222	3.48456667
502551	40	ALAMOS2	Alamos B1	-763047742	32904806	-76.51326167	3.48466833
502600	40	N.LATIR2	Nuevo Latir B1	-762912277	32505968	-76.48674361	3.41832444
502601	40	N.LATIR1	Nuevo Latir A1	-762912625	32506523	-76.48684028	3.41847861
502650	40	AMANECE2	Amanecer B1	-762926795	32517183	-76.49077639	3.42143972
502651	40	AMANECE1	Amanecer A1	-762927172	32517699	-76.49088111	3.42158306
502700	40	TRONCAL2	Troncal Unida B1	-762940318	32529024	-76.49453278	3.42472889
502701	40	TRONCAL1	Troncal Unida A1	-762940619	32529557	-76.49461639	3.42487694
502750	40	CONQUIS2	Conquistadores B1	-763018924	32537126	-76.50525667	3.42697944
502751	40	CONQUIS1	Conquistadores A1	-763019111	32537580	-76.50530861	3.42710556
502800	40	VLNUEVA2	Villa Nueva B1	-763036519	32555470	-76.51014417	3.432075
502801	40	VLNUEVA1	Villa Nueva A1	-763036846	32555786	-76.510235	3.43216278
502850	40	ST.MONI2	Santa Monica B1	-763050097	32604315	-76.51391583	3.43453194
502851	40	ST.MONI1	Santa Monica A1	-763050209	32604556	-76.51394694	3.43459889
502900	40	PRIMITI2	Primitivo B1	-763106760	32616641	-76.51854444	3.43795583
502901	40	PRIMITI1	Primitivo A1	-763107018	32616950	-76.51861611	3.43804167
502950	40	C.PALOS2	Cien Palos B1	-763121950	32623052	-76.52276389	3.43973667
502951	40	C.PALOS1	Cien Palos A1	-763122250	32623207	-76.52284722	3.43977972
511006	40	C13K89	Cl 13 entre Kr 89 y 100	-763214858	32228936	-76.53746056	3.37470444
511008	40	C13K87	Cl 13 entre Kr 87 y 89	-763215570	32241757	-76.53765833	3.37826583
511011	40	C13K86	Cl 13 con Kr 86	-763215492	32248882	-76.53763667	3.380245
511012	40	C13K831	Cl 13 con Kr 83 y 85	-763217538	32256328	-76.538205	3.38231333
514020	40	K25C73A	Kr 25 entre Cl 73A y 74	-762847979	32627409	-76.47999417	3.44094694
514021	40	K25C77	Kr 25 entre Cl 77 y 78	-762838476	32620934	-76.47735444	3.43914833
514022	40	K25C79	Kr 25 entre Cl 79 y 80	-762830610	32615623	-76.47516944	3.43767306
514023	40	C80K25	Cl 80 entre Kr 25 y 23	-762824552	32615936	-76.47348667	3.43776
514024	40	K23C81B	Kr 23 entre Cl 81B y 82	-762818246	32614982	-76.471735	3.437495
514025	40	K23C83B	Kr 23 entre Cl 83B y 84	-762811622	32611994	-76.469895	3.436665
514026	40	K23C85A	Kr 23 entre Cl 85A y 85	-762804974	32609000	-76.46804833	3.43583333
514027	40	K23C96	Kr 23 con Cl 96	-762800011	32606275	-76.46666972	3.43507639
514028	40	K23C102B	Kr 23 entre Cl 102 y 102C	-762753357	32553956	-76.46482139	3.43165444
514030	40	C123K23	Cl 123 entre Kr 23 y 23A	-762748688	32532414	-76.46352444	3.42567056
514031	40	C123K26A	Cl 123 entre Kr 26ABis y 26CBis	-762750197	32520781	-76.46394361	3.42243917
514032	40	C123K26H	Cl 123 entre Kr 26H2 y 26H3	-762754924	32511765	-76.46525667	3.41993472
514033	40	C123K26J	Cl 123 entre Kr 26J1 y 26J2	-762800746	32500517	-76.46687389	3.41681028
514034	40	C123K26R	Cl 123 entre Kr 26R1 y 26T	-762805892	32451144	-76.46830333	3.41420667
514035	40	C123K27C	Cl 123 entre Kr 27C y 27D	-762810818	32442982	-76.46967167	3.41193944
514036	40	C123K28B	Cl 123 entre Kr 28B y 28B1	-762811910	32434104	-76.469975	3.40947333
514039	40	C121K27F	Cl 121 entre Kr 27F y 27D1	-762817667	32444613	-76.47157417	3.4123925
514041	40	C123K26M	Cl 123 entre Kr 26M3 y 26M1	-762804026	32454264	-76.467785	3.41507333
514042	40	C123K262	Cl 123 entre Kr 26J2 y 26J	-762759658	32501650	-76.46657167	3.417125
514043	40	C123K264	Cl 123 entre Kr 26H1 y 26HBis	-762754120	32512930	-76.46503333	3.42025833
514044	40	C123K26B	Cl 123 entre Kr 26B y 26ABis	-762749206	32522422	-76.46366833	3.422895
514045	40	K23C120Q	Kr 23 entre Cl 120Q y 120R	-762748084	32532496	-76.46335667	3.42569333
514046	40	K23C120C	Kr 23 entre Cl 120C y 120B	-762747730	32540254	-76.46325833	3.42784833
514047	40	K23C114	Kr 23 entre Cl 114 y 112	-762749925	32546153	-76.46386806	3.42948694
514048	40	K23C1022	Kr 23 entre Cl 102B y 102	-762753520	32555542	-76.46486667	3.432095
514049	40	K23C98A	Kr 23 entre Cl 98A y 98	-762757516	32605388	-76.46597667	3.43483
514050	40	K23C87	Kr 23 entre Cl 87 y 86	-762805592	32609360	-76.46822	3.43593333
514051	40	K23C84	Kr 23 entre Cl 84 y 83B	-762810884	32611832	-76.46969	3.43662
514052	40	K23C83	Kr 23 entre Cl 83 y 81B	-762818432	32615546	-76.47178667	3.43765167
514053	40	C80K23	Cl 80 entre Kr 23 y 25	-762824630	32616452	-76.47350833	3.43790333
514054	40	K25C80	Kr 25 entre Cl 80 y 79	-762830205	32616183	-76.47505694	3.43782861
514055	40	K25C771	Kr 25 entre Cl 77 y 78	-762838020	32621292	-76.47722778	3.43924778
514056	40	K25C74	Kr 25 entre Cl 74 y 75	-762845836	32626603	-76.47939889	3.44072306
514058	40	K15C74	Kr 15 entre Cl 74 y 73	-762859604	32647250	-76.48322333	3.44645833
514067	40	T103C56B	Tr 103 entre Cl 74 y Kr 26B2	-762850482	32616821	-76.48068944	3.43800583
514068	40	T103C76	Tr 103 entre Cl 76 y 77	-762847679	32608867	-76.47991083	3.43579639
514069	40	T103C79	Tr 103 entre Cl 79 y 79A	-762843640	32556724	-76.47878889	3.43242333
514070	40	T103D26I	Tr 103 entre Dg 26I y 26I1	-762839114	32544334	-76.47753167	3.42898167
514071	40	T103D26P	Tr 103 entre Dg 26P3 y 26P4	-762839528	32529160	-76.47764667	3.42476667
514072	40	T103D261	Tr 103 entre Dg 26P8 y 26P9	-762840681	32522263	-76.47796694	3.42285083
514073	40	T103D263	Tr 103 entre Dg 26P14 y 26P15	-762842113	32514396	-76.47836472	3.42066556
514074	40	C102K27C	Tr 103 entre Kr 27C y 27D	-762844666	32500292	-76.47907389	3.41674778
514075	40	K28C101	Kr 28 entre Cl 101 y 100	-762848748	32455954	-76.48020778	3.41554278
514078	40	K28C88	Kr 28 entre Cl 88 y 83	-762902138	32508492	-76.48392722	3.41902556
514079	40	K28C79	Kr 28 entre Cl 79 y 73	-762909853	32515895	-76.48607028	3.42108194
514080	40	C73K8	Cl 73 con Kr 8	-762857833	32705052	-76.48273139	3.45140333
514081	40	K27C76	Kr 27 entre Cl 76 y 77	-762902900	32523373	-76.48413889	3.42315917
514082	40	C73K7R	Cl 73 entre Kr 7RBis y 7S	-762855782	32714838	-76.48216167	3.45412167
514083	40	K27C84	Kr 27 entre Cl 84 y 85	-762855406	32516210	-76.48205722	3.42116944
514084	40	K27C86	Kr 27 entre Cl 86 y 91	-762850447	32511546	-76.48067972	3.41987389
514085	40	T103D262	Tr 103 entre Dg 26P17 y 26P16	-762841929	32512028	-76.47831361	3.42000778
514086	40	T103D264	Tr 103 entre Dg 26P9 y 26P10	-762839963	32522362	-76.4777675	3.42287833
514087	40	T103C94	Tr 103 entre Cl 95 y 92	-762837479	32535346	-76.4770775	3.426485
514088	40	T103C84	Tr 103 entre Cl 84 y 80F	-762839012	32546441	-76.47750333	3.42956694
514089	40	T103C80A	Tr 103 entre Cl 80A y 80	-762842063	32554762	-76.47835083	3.43187833
514090	40	T103C78B	Tr 103 entre Cl 79 y 78	-762843431	32559011	-76.47873083	3.43305861
514091	40	T103C772	Tr 103 entre Cl 77 y 76	-762847087	32609097	-76.47974639	3.43586028
514095	40	C73K7M	Cl 73 entre Kr 7M y 7LBis	-762853892	32722788	-76.48163667	3.45633
514096	40	C73K7JB	Cl 73 entre Kr 7JBis y 7J	-762852350	32729970	-76.48120833	3.458325
514097	40	C73K7B	Cl 73 entre Kr 7B y 7BBis	-762847927	32754347	-76.47997972	3.46509639
514098	40	C73K7G	Cl 73 entre Kr 7G y 7FBis	-762850184	32737926	-76.48060667	3.460535
514099	40	C73K7D	Cl 73 entre Kr 7D y 7C	-762848163	32747227	-76.48004528	3.46311861
514100	40	C84K7C	Cl 84 entre Kr 7C y 7BBis	-762839337	32755304	-76.47759361	3.46536222
514104	40	K7CC86	Kr 7C entre Cl 86 y 84	-762837513	32755165	-76.47708694	3.46532361
514106	40	C81K7E	Cl 81 entre Kr 7E y 7EBis	-762844487	32741689	-76.47902417	3.46158028
514109	40	K7CC72	Kr 7C entre Cl 72 y 70	-762858950	32748504	-76.48304167	3.46347333
514110	40	K7CC70	Kr 7C entre Cl 70 y 72A	-762858554	32748096	-76.48293167	3.46336
514111	40	K7CC73	Kr 7C entre Cl 73 y 72C	-762850118	32751552	-76.48058833	3.46432
514112	40	K7CC72A	Kr 7C entre Cl 72A y 73	-762850178	32750934	-76.480605	3.46414833
514113	40	C73K7C	Cl 73 entre Kr 7C y 7ABis	-762846140	32756220	-76.47948333	3.46561667
514114	40	C34K7	Cl 34 entre Kr 7 y 8	-763044004	32718534	-76.51222333	3.45514833
514115	40	K8C34	Kr 8 entre Cl 34 y 26	-763055523	32713245	-76.51542306	3.45367917
514116	40	K8C27	Kr 8 entre Cl 27 y 26	-763101642	32711983	-76.51712278	3.45332861
514119	40	K8C391	Kr 8 entre Cl 44 y 36	-763025992	32713452	-76.50722	3.45373667
514120	40	K8C392	Kr 8 entre Cl 39 y 41	-763025638	32712480	-76.50712167	3.45346667
514121	40	K8C44	Kr 8 con Cl 44	-763011927	32711454	-76.50331306	3.45318167
514125	40	K8C51	Kr 8 con Cl 51	-762958532	32710214	-76.49959222	3.45283722
514126	40	K8C492	Kr 8 entre Cl 49 y 50	-763001488	32709570	-76.50041333	3.45265833
514128	40	K8C522	Kr 8 entre Cl 52 y 53	-762952006	32708932	-76.49777944	3.45248111
514129	40	K8C561	Kr 8 con Cl 56	-762944202	32709390	-76.49561167	3.45260833
514130	40	K8C562	Kr 8 entre Cl 54 y 56	-762945114	32708592	-76.495865	3.45238667
514132	40	K8C582	Kr 8 entre Cl 58 y 59	-762935400	32709114	-76.49316667	3.45253167
514133	40	K8C62	Kr 8 entre Cl 62 y 61	-762923082	32709825	-76.489745	3.45272917
511017	40	K100C162	Kr 100 Con Cl 16 C.C. Jardin Plaza	-763144880	32201796	-76.52913333	3.36716556
511018	40	K98C25	Kr 98 entre Cl 25 y 28	-763122979	32214636	-76.52304972	3.37073222
511019	40	C42K84	Cl 42 entre Kr 84 y 85	-763113615	32259109	-76.52044861	3.38308583
511020	40	C25UAUT	Cl 25 entre Kr 114A y 118	-763124606	32111702	-76.52350167	3.35325056
511021	40	C25UAUT2	Cl 25 entre Kr 117 y 114A	-763123902	32111430	-76.52330611	3.353175
511031	40	K127C18A	Kr 127 entre Cl 18A y 18	-763155407	32000370	-76.5320575	3.33343611
511033	40	C25LILI	Cl 25 La 14 Valle del Lili	-763128978	32207727	-76.52471611	3.36881306
