"","country","long","lat","program","year","investment","invLog"
"146487","Togo",-0.98,8.51,"OAGP","2005",445393,5.64874338718104
"146488","Togo",-0.98,8.51,"OSA","2005",24425,4.38783457239081
"146490","Togo",-0.98,8.51,"PC","2005",2017487,6.3048107449572
"146498","Tonga",-174.59,-18.99,"PC","2005",872845,5.94093712844634
"146499","Trinidad_and_Tobago",61.15,10.7,"DDS","2005",116000,5.06445798922692
"146502","Trinidad_and_Tobago",61.15,10.7,"NC","2005",90048,4.95447407141863
"146503","Trinidad_and_Tobago",61.15,10.7,"NPAT","2005",49000,4.69019608002851
"146504","Trinidad_and_Tobago",61.15,10.7,"OAGP","2005",66151,4.82053641377219
"146514","Tunisia",-9.75,34.36,"OAGP","2005",39525,4.59687187860425
"146515","Tunisia",-9.75,34.36,"OSA","2005",111000,5.04532297878666
"146523","Turkey",-34.93,39.05,"DA","2005",2e+05,5.30102999566398
"146524","Turkey",-34.93,39.05,"ESFSS","2005",10049735,7.00215461005949
"146526","Turkey",-34.93,39.05,"MRA","2005",2033621,6.30827001793507
"146528","Turkey",-34.93,39.05,"NPAT","2005",1218000,6.08564728829686
"146529","Turkey",-34.93,39.05,"OAGP","2005",1328535,6.12337300030192
"146530","Turkey",-34.93,39.05,"OSA","2005",1271014,6.10415033425917
"146531","Turkey",-34.93,39.05,"OUSAID","2005",166198,5.2206257932496
"146537","Turkmenistan",-59.08,39.2,"DDS","2005",4879000,6.68833081811227
"146541","Turkmenistan",-59.08,39.2,"NC","2005",50270,4.70130888522807
"146544","Turkmenistan",-59.08,39.2,"OSA","2005",166289,5.22086352163501
"146545","Turkmenistan",-59.08,39.2,"OUSAID","2005",4534380,6.65651791300879
"146546","Turkmenistan",-59.08,39.2,"PC","2005",1243610,6.09468420559322
"146550","Uganda",-32.39,1.28,"CSH","2005",14083631,7.14871463775833
"146551","Uganda",-32.39,1.28,"DDS","2005",11461,4.05922251252969
"146552","Uganda",-32.39,1.28,"DA","2005",29445500,7.46901893326589
"146553","Uganda",-32.39,1.28,"ESFSS","2005",462000,5.66464197555613
"146554","Uganda",-32.39,1.28,"FE","2005",28574295,7.45597552405816
"146555","Uganda",-32.39,1.28,"GHIV","2005",119959332,8.07903403870201
"146557","Uganda",-32.39,1.28,"MRA","2005",317635,5.50192835102641
"146558","Uganda",-32.39,1.28,"MC","2005",16821,4.22585181081816
"146560","Uganda",-32.39,1.28,"OAGP","2005",10307726,7.01316286561523
"146561","Uganda",-32.39,1.28,"OSA","2005",367967,5.56580887204164
"146562","Uganda",-32.39,1.28,"OUSAID","2005",16313387,7.21254413901079
"146563","Uganda",-32.39,1.28,"PC","2005",1260663,6.10059900663594
"146566","Uganda",-32.39,1.28,"T2","2005",67151800,7.82705765839848
"146568","Ukraine",-31.48,48.93,"CSH","2005",3340224,6.52377559217143
"146569","Ukraine",-31.48,48.93,"DDS","2005",818497,5.91301709195097
"146571","Ukraine",-31.48,48.93,"ESFSS","2005",1067529,6.02837968170072
"146572","Ukraine",-31.48,48.93,"GHIV","2005",5e+05,5.69897000433602
"146576","Ukraine",-31.48,48.93,"NC","2005",362110,5.55884051842334
"146577","Ukraine",-31.48,48.93,"NPAT","2005",6111756,6.78616600754917
"146578","Ukraine",-31.48,48.93,"OAGP","2005",19409396,7.2880120208109
"146579","Ukraine",-31.48,48.93,"OSA","2005",1511760,6.17948285006148
"146580","Ukraine",-31.48,48.93,"OUSAID","2005",104416957,8.01877103251226
"146582","Ukraine",-31.48,48.93,"PC","2005",4208591,6.62413672211916
"146587","United_Arab_Emirates",-54.2,23.68,"NC","2005",15270,4.18383903705642
"146588","United_Arab_Emirates",-54.2,23.68,"NPAT","2005",1062640,6.02638615963726
"146591","United_Arab_Emirates",-54.2,23.68,"T2","2005",22424,4.35071308475223
"146592","United_Kingdom",2.78,54.07,"DDS","2005",3306000,6.51930284923543
"146599","Uruguay",56.01,-32.86,"DDS","2005",225000,5.35218251811136
"146601","Uruguay",56.01,-32.86,"ESFSS","2005",1e+05,5
"146603","Uruguay",56.01,-32.86,"NC","2005",10050,4.00216606175651
"146604","Uruguay",56.01,-32.86,"OAGP","2005",448350,5.65161717409496
"146606","Uruguay",56.01,-32.86,"OUSAID","2005",50000,4.69897000433602
"146612","Uzbekistan",-63.15,41.77,"CSH","2005",1101451,6.04196518155673
"146613","Uzbekistan",-63.15,41.77,"DDS","2005",172708,5.23731245496981
"146614","Uzbekistan",-63.15,41.77,"ESFSS","2005",80000,4.90308998699194
"146617","Uzbekistan",-63.15,41.77,"NC","2005",30282,4.48118455511733
"146618","Uzbekistan",-63.15,41.77,"NPAT","2005",7258172,6.8608272556482
"146619","Uzbekistan",-63.15,41.77,"OAGP","2005",4510000,6.65417654187796
"146620","Uzbekistan",-63.15,41.77,"OSA","2005",30000,4.47712125471966
"146621","Uzbekistan",-63.15,41.77,"OUSAID","2005",27707808,7.44260216955129
"146622","Uzbekistan",-63.15,41.77,"PC","2005",1075008,6.03141169619853
"146626","Vanuatu",-168.02,-16.65,"MC","2005",69797,4.84383675627007
"146627","Vanuatu",-168.02,-16.65,"OAGP","2005",24400,4.38738982633873
"146628","Vanuatu",-168.02,-16.65,"OSA","2005",21222,4.3267863101984
"146630","Vanuatu",-168.02,-16.65,"PC","2005",1683934,6.22632506578743
"146631","Venezuela",66.15,7.67,"DDS","2005",772000,5.88761730033574
"146633","Venezuela",66.15,7.67,"ESFSS","2005",2672233,6.42687432289131
"146636","Venezuela",66.15,7.67,"NC","2005",538711,5.73135584354396
"146637","Venezuela",66.15,7.67,"OAGP","2005",304626,5.48376696785965
"146638","Venezuela",66.15,7.67,"OSA","2005",769851,5.88640667823806
"146639","Venezuela",66.15,7.67,"OUSAID","2005",4669239,6.66924610432804
"146642","Vietnam",-106.99,16.8,"CSH","2005",3568516,6.55248764832459
"146643","Vietnam",-106.99,16.8,"DDS","2005",70000,4.84509804001426
"146644","Vietnam",-106.99,16.8,"DA","2005",5044436,6.70281261640438
"146645","Vietnam",-106.99,16.8,"ESFSS","2005",556032,5.74509978622866
"146646","Vietnam",-106.99,16.8,"FE","2005",130748,5.11643505436067
"146647","Vietnam",-106.99,16.8,"GHIV","2005",22971709,7.36119330610753
"146649","Vietnam",-106.99,16.8,"MRA","2005",1337296,6.12622754558562
"146651","Vietnam",-106.99,16.8,"NPAT","2005",1560636,6.19330162079112
"146652","Vietnam",-106.99,16.8,"OAGP","2005",3018170,6.4797436979918
"146653","Vietnam",-106.99,16.8,"OSA","2005",130000,5.11394335230684
"146654","Vietnam",-106.99,16.8,"OUSAID","2005",418574,5.62177224835237
"146659","West_Africa_not_specified",11.36,6.75,"CSH","2005",3364164,6.52687715911129
"146660","West_Africa_not_specified",11.36,6.75,"DA","2005",19009712,7.27897553728847
"146661","West_Africa_not_specified",11.36,6.75,"ESFSS","2005",2780897,6.44418490358547
"146662","West_Africa_not_specified",11.36,6.75,"GHIV","2005",7351602,6.8663819872406
"146664","West_Africa_not_specified",11.36,6.75,"MRA","2005",450000,5.65321251377534
"146665","West_Africa_not_specified",11.36,6.75,"MC","2005",132830,5.12329617264531
"146666","West_Africa_not_specified",11.36,6.75,"OAGP","2005",10455326,7.01933757878868
"146667","West_Africa_not_specified",11.36,6.75,"OSA","2005",551457,5.74151165387361
"146668","West_Africa_not_specified",11.36,6.75,"OUSAID","2005",6796109,6.83226033572363
"146670","West_Africa_not_specified",11.36,6.75,"T2","2005",3307900,6.51955237207016
"146672","West_Bank_Gaza",-35.26,31.95,"ESFSS","2005",334264230,8.52408990472663
"146676","West_Bank_Gaza",-35.26,31.95,"OSA","2005",1045341,6.01925798447656
"146677","West_Bank_Gaza",-35.26,31.95,"OUSAID","2005",8135549,6.91038686515556
"146680","West_Bank_Gaza",-35.26,31.95,"T2","2005",6125600,6.78714863408588
"146690","World_not_specified",40,30,"CSH","2005",881597953,8.9452705731118
"146691","World_not_specified",40,30,"DDS","2005",116642114,8.06685538211772
"146692","World_not_specified",40,30,"DA","2005",258092158,8.41177480892563
"146693","World_not_specified",40,30,"ESFSS","2005",45449664,7.65753067692025
"146694","World_not_specified",40,30,"GHIV","2005",325810220,8.5129647031155
"146697","World_not_specified",40,30,"MRA","2005",263114870,8.42014539303612
"146698","World_not_specified",40,30,"MC","2005",41662747,7.61974790141612
"146699","World_not_specified",40,30,"NC","2005",829865444,8.91900768073078
"146700","World_not_specified",40,30,"NPAT","2005",149955690,8.17596294951347
"146701","World_not_specified",40,30,"OAGP","2005",547530573,8.73840837431488
"146702","World_not_specified",40,30,"OSA","2005",17293585,7.23788503285329
"146703","World_not_specified",40,30,"OUSAID","2005",649727105,8.81273098482969
"146704","World_not_specified",40,30,"OUSDA","2005",7249463,6.86030583763661
"146705","World_not_specified",40,30,"PC","2005",179524356,8.25412337747609
"146708","World_not_specified",40,30,"T2","2005",44062417,7.64406831625942
"146710","World_not_specified",40,30,"VCMO","2005",1378623414,9.13944565010815
"146712","Yemen",-47.91,15.34,"DA","2005",40000,4.60205999132796
"146713","Yemen",-47.91,15.34,"ESFSS","2005",7781850,6.89108285525208
"146716","Yemen",-47.91,15.34,"MC","2005",88407,4.9464866534861
"146718","Yemen",-47.91,15.34,"NPAT","2005",1923000,6.28397928423848
"146719","Yemen",-47.91,15.34,"OAGP","2005",5722000,6.75754785346924
"146720","Yemen",-47.91,15.34,"OSA","2005",381283,5.58124744211925
"146721","Yemen",-47.91,15.34,"OUSAID","2005",716329,5.85511253357525
"146726","Zambia",-28,-14.2,"CSH","2005",14488377,7.16101973816806
"146727","Zambia",-28,-14.2,"DDS","2005",16000,4.20411998265593
"146728","Zambia",-28,-14.2,"DA","2005",16176244,7.20887768912813
"146729","Zambia",-28,-14.2,"ESFSS","2005",868000,5.93851972517649
"146730","Zambia",-28,-14.2,"GHIV","2005",93452691,7.97059181154283
"146733","Zambia",-28,-14.2,"MRA","2005",38215,4.58223386392099
"146734","Zambia",-28,-14.2,"MC","2005",809,2.90794852161227
"146737","Zambia",-28,-14.2,"OAGP","2005",4706767,6.67272269987472
"146738","Zambia",-28,-14.2,"OSA","2005",40048,4.60258083226415
"146739","Zambia",-28,-14.2,"OUSAID","2005",3413514,6.53320168838303
"146740","Zambia",-28,-14.2,"PC","2005",2586449,6.412703919344
"146743","Zambia",-28,-14.2,"T2","2005",7504562,6.87532534993918
"146745","Zimbabwe",-29.87,-19,"CSH","2005",11107781,7.04562730865212
"146746","Zimbabwe",-29.87,-19,"DDS","2005",250000,5.39794000867204
"146747","Zimbabwe",-29.87,-19,"DA","2005",3715727,6.57004379823093
"146748","Zimbabwe",-29.87,-19,"ESFSS","2005",3247083,6.51149338994454
"146749","Zimbabwe",-29.87,-19,"GHIV","2005",20802392,7.31811327595663
"146754","Zimbabwe",-29.87,-19,"OAGP","2005",12285115,7.08937922623178
"146755","Zimbabwe",-29.87,-19,"OSA","2005",40040,4.60249406880728
"146756","Zimbabwe",-29.87,-19,"OUSAID","2005",9069614,6.95758880401299
"146761","Afghanistan",-66.03,33.83,"CSH","2006",37974000,7.57948634605819
"146762","Afghanistan",-66.03,33.83,"DDS","2006",290974654,8.46385516043832
"146763","Afghanistan",-66.03,33.83,"DA","2006",197646281,8.29588864687847
"146764","Afghanistan",-66.03,33.83,"ESFSS","2006",1261962171,9.10104633654663
"146765","Afghanistan",-66.03,33.83,"FE","2006",359596,5.55581485217246
"146768","Afghanistan",-66.03,33.83,"MRA","2006",11586488,7.06395181617443
"146769","Afghanistan",-66.03,33.83,"NC","2006",1408466,6.14874636769339
"146770","Afghanistan",-66.03,33.83,"NPAT","2006",22332988,7.34894683256979
"146771","Afghanistan",-66.03,33.83,"OAGP","2006",9238647,6.96560837344316
"146772","Afghanistan",-66.03,33.83,"OSA","2006",1447768,6.16069897319241
"146773","Afghanistan",-66.03,33.83,"OUSAID","2006",11102253,7.04541111988397
"146776","Afghanistan",-66.03,33.83,"S416","2006",17399050,7.24052553615495
"146777","Afghanistan",-66.03,33.83,"T1","2006",7888987,6.89702124040148
"146778","Afghanistan",-66.03,33.83,"T2","2006",61496700,7.78885181154383
"146779","Albania",-20.03,41.11,"CSH","2006",825000,5.91645394854993
"146780","Albania",-20.03,41.11,"DDS","2006",9999114,6.99996151980421
"146787","Albania",-20.03,41.11,"MC","2006",13704762,7.1368714978847
"146789","Albania",-20.03,41.11,"NPAT","2006",1697416,6.22978829155983
"146790","Albania",-20.03,41.11,"OAGP","2006",734777,5.86615555355454
"146791","Albania",-20.03,41.11,"OSA","2006",136131,5.13395703479847
"146792","Albania",-20.03,41.11,"OUSAID","2006",20399557,7.30962073632078
"146793","Albania",-20.03,41.11,"PC","2006",1409218,6.14897818180607
"146798","Algeria",-2.65,28.21,"ESFSS","2006",571000,5.75663610824585
"146799","Algeria",-2.65,28.21,"MRA","2006",1750000,6.24303804868629
"146802","Algeria",-2.65,28.21,"OAGP","2006",138737,5.14219229923421
"146803","Algeria",-2.65,28.21,"OSA","2006",346010,5.53908865047503
"146804","Algeria",-2.65,28.21,"OUSAID","2006",50000,4.69897000433602
"146809","Angola",-17.54,-12.33,"CSH","2006",14334000,7.15636740013352
"146810","Angola",-17.54,-12.33,"DA","2006",6370636,6.80418279144093
"146811","Angola",-17.54,-12.33,"ESFSS","2006",6186449,6.79144143702925
"146812","Angola",-17.54,-12.33,"GHIV","2006",973578,5.98837075155464
"146814","Angola",-17.54,-12.33,"MRA","2006",5700000,6.75587485567249
"146815","Angola",-17.54,-12.33,"NPAT","2006",6120179,6.78676412436377
"146816","Angola",-17.54,-12.33,"OAGP","2006",3099648,6.49131237759639
"146817","Angola",-17.54,-12.33,"OSA","2006",166519,5.22146379414492
"146818","Angola",-17.54,-12.33,"OUSAID","2006",2039559,6.30953627302836
"146819","Angola",-17.54,-12.33,"S416","2006",3289398,6.51711642402885
"146821","Angola",-17.54,-12.33,"T2","2006",3575200,6.5533003416523
"146823","Antigua_and_Barbuda",61.79,17.09,"NPAT","2006",16756,4.22417035168918
"146825","Argentina",65.16,-35.63,"DDS","2006",192000,5.28330122870355
"146828","Argentina",65.16,-35.63,"MRA","2006",175000,5.24303804868629
"146830","Argentina",65.16,-35.63,"NPAT","2006",521168,5.71697774194065
"146831","Argentina",65.16,-35.63,"OAGP","2006",1137731,6.05603959156225
"146832","Argentina",65.16,-35.63,"OSA","2006",214522,5.33147183726043
"146837","Armenia",-44.94,40.29,"CSH","2006",9e+05,5.95424250943933
"146838","Armenia",-44.94,40.29,"DDS","2006",1599000,6.20384846374623
"146839","Armenia",-44.94,40.29,"DA","2006",820000,5.91381385238372
"146842","Armenia",-44.94,40.29,"MRA","2006",1e+05,5
"146843","Armenia",-44.94,40.29,"MC","2006",90060497,7.95453433929316
"146845","Armenia",-44.94,40.29,"NPAT","2006",1107024,6.04415703637518
"146846","Armenia",-44.94,40.29,"OAGP","2006",7525653,6.87654418958051
"146847","Armenia",-44.94,40.29,"OSA","2006",76922,4.88605056752785
"146848","Armenia",-44.94,40.29,"OUSAID","2006",65051685,7.81325855034763
"146850","Armenia",-44.94,40.29,"PC","2006",1303634,6.1151556787491
"146851","Armenia",-44.94,40.29,"S416","2006",257010,5.40995002162051
"146854","Asia_not_specified",-106.46,36.42,"CSH","2006",28145957,7.4494160198377
"146855","Asia_not_specified",-106.46,36.42,"DA","2006",16056701,7.20565632022844
"146856","Asia_not_specified",-106.46,36.42,"ESFSS","2006",5911823,6.77172142280321
"146857","Asia_not_specified",-106.46,36.42,"GHIV","2006",12151041,7.08461348626264
"146860","Asia_not_specified",-106.46,36.42,"MRA","2006",51499264,7.71180102238056
"146862","Asia_not_specified",-106.46,36.42,"NPAT","2006",5047000,6.70303330473369
"146863","Asia_not_specified",-106.46,36.42,"OAGP","2006",1571768,6.1963884426223
"146864","Asia_not_specified",-106.46,36.42,"OSA","2006",2439409,6.38728462177807
"146865","Asia_not_specified",-106.46,36.42,"OUSAID","2006",4083219,6.61100267356515
"146866","Asia_not_specified",-106.46,36.42,"OUSDA","2006",26000,4.41497334797082
"146869","Asia_not_specified",-106.46,36.42,"T2","2006",5e+05,5.69897000433602
"146870","Asia_not_specified",-106.46,36.42,"VCMO","2006",9.9e+07,7.99563519459755
"146874","Australia",-134.5,-25.58,"OAGP","2006",199741,5.30046721983387
"146876","Austria",-14.14,47.59,"MRA","2006",497637,5.69691266327931
"146881","Azerbaijan",-47.87,40.36,"CSH","2006",2006531,6.30244587377578
"146882","Azerbaijan",-47.87,40.36,"DDS","2006",3744000,6.57333584006607
"146884","Azerbaijan",-47.87,40.36,"ESFSS","2006",670000,5.82607480270083
"146886","Azerbaijan",-47.87,40.36,"MRA","2006",374568,5.57353067208608
"146887","Azerbaijan",-47.87,40.36,"NC","2006",1123343,6.05051238338781
"146888","Azerbaijan",-47.87,40.36,"NPAT","2006",2228692,6.34805005414966
"146889","Azerbaijan",-47.87,40.36,"OAGP","2006",14379694,7.15774964435525
"146890","Azerbaijan",-47.87,40.36,"OSA","2006",617720,5.79079166277371
"146891","Azerbaijan",-47.87,40.36,"OUSAID","2006",22222153,7.34678613339524
"146893","Azerbaijan",-47.87,40.36,"PC","2006",1381515,6.14035560469362
"146896","Azerbaijan",-47.87,40.36,"T2","2006",2020200,6.30539436677173
"146897","Bahamas_The",77.64,23.99,"DDS","2006",4722000,6.67412598274271
"146898","Bahamas_The",77.64,23.99,"NC","2006",8714,3.94021755559974
"146899","Bahamas_The",77.64,23.99,"NPAT","2006",775389,5.88951963562762
"146900","Bahamas_The",77.64,23.99,"OAGP","2006",140384,5.14731761272485
"146901","Bahamas_The",77.64,23.99,"OSA","2006",20000,4.30102999566398
"146902","Bahamas_The",77.64,23.99,"OUSAID","2006",59000,4.77085201164214
"146906","Bahrain",-50.54,26.09,"NPAT","2006",981140,5.99173098178297
"146908","Bahrain",-50.54,26.09,"OSA","2006",124780,5.09614498129434
"146911","Bangladesh",-90.06,24.31,"CSH","2006",22830578,7.35851690662966
"146913","Bangladesh",-90.06,24.31,"DA","2006",10779000,7.03257847192431
"146914","Bangladesh",-90.06,24.31,"ESFSS","2006",3273849,6.51505864453863
"146917","Bangladesh",-90.06,24.31,"MRA","2006",1e+06,6
"146919","Bangladesh",-90.06,24.31,"NPAT","2006",4817108,6.68278638334542
"146920","Bangladesh",-90.06,24.31,"OAGP","2006",1271416,6.10428767246174
"146921","Bangladesh",-90.06,24.31,"OSA","2006",168661,5.2270146709537
"146922","Bangladesh",-90.06,24.31,"OUSAID","2006",3567825,6.55240354430324
"146923","Bangladesh",-90.06,24.31,"PC","2006",392569,5.59391600168147
"146924","Bangladesh",-90.06,24.31,"S416","2006",1931718,6.28594372664321
"146926","Bangladesh",-90.06,24.31,"T2","2006",30209000,7.48013634918358
"146928","Barbados",59.55,13.18,"DDS","2006",150000,5.17609125905568
"146929","Barbados",59.55,13.18,"GHIV","2006",250000,5.39794000867204
"146930","Barbados",59.55,13.18,"NC","2006",1707020,6.23223860947956
"146931","Barbados",59.55,13.18,"NPAT","2006",447455,5.65074936538517
"146932","Barbados",59.55,13.18,"OAGP","2006",86888,4.9389598006875
"146933","Barbados",59.55,13.18,"OUSAID","2006",445057,5.64841563614989
"146935","Belarus",-53.54,28.06,"CSH","2006",1357145,6.13262625100218
"146939","Belarus",-53.54,28.06,"MRA","2006",140000,5.14612803567824
"146940","Belarus",-53.54,28.06,"NPAT","2006",2e+05,5.30102999566398
"146943","Belarus",-53.54,28.06,"OUSAID","2006",11407373,7.0571856424058
"146954","Belize",-88.63,17.33,"DDS","2006",282000,5.45024910831936
"146957","Belize",-88.63,17.33,"NC","2006",258475,5.41241854399824
"146958","Belize",-88.63,17.33,"OAGP","2006",110547,5.0435469612872
"146959","Belize",-88.63,17.33,"OSA","2006",54340,4.73511963408187
"146960","Belize",-88.63,17.33,"OUSAID","2006",1403,3.14705767102836
"146962","Belize",-88.63,17.33,"PC","2006",1485995,6.17201734813515
"146964","Benin",2.34,-9.62,"CSH","2006",7906000,6.89795681000695
"146965","Benin",2.34,-9.62,"DDS","2006",164138,5.21520913729817
"146966","Benin",2.34,-9.62,"DA","2006",4754991,6.67714969926417
"146967","Benin",2.34,-9.62,"ESFSS","2006",1125000,6.05115252244738
"146968","Benin",2.34,-9.62,"FE","2006",276160,5.44116077403512
"146971","Benin",2.34,-9.62,"MRA","2006",225000,5.35218251811136
"146972","Benin",2.34,-9.62,"MC","2006",2012373,6.30370848176558
"146974","Benin",2.34,-9.62,"OAGP","2006",270081,5.43149403296421
"146975","Benin",2.34,-9.62,"OSA","2006",20000,4.30102999566398
"146976","Benin",2.34,-9.62,"OUSAID","2006",2083141,6.31871866670699
"146977","Benin",2.34,-9.62,"PC","2006",2358262,6.37259205302087
"146979","Benin",2.34,-9.62,"T2","2006",1590700,6.20158828107352
"146981","Bhutan",-90.43,27.42,"OAGP","2006",81000,4.90848501887865
"146983","Bolivia",64.67,-16.71,"CSH","2006",16780613,7.22480782166877
"146984","Bolivia",64.67,-16.71,"DDS","2006",3942000,6.59571661994342
"146985","Bolivia",64.67,-16.71,"DA","2006",12461702,7.09557736164326
"146986","Bolivia",64.67,-16.71,"ESFSS","2006",9040495,6.95619221032969
"146987","Bolivia",64.67,-16.71,"FE","2006",3278878,6.51572525780615
"146990","Bolivia",64.67,-16.71,"MC","2006",7340,3.86569605991607
"146991","Bolivia",64.67,-16.71,"NC","2006",143998473,8.15835788673976
"146992","Bolivia",64.67,-16.71,"OAGP","2006",1011392,6.0049195140883
"146993","Bolivia",64.67,-16.71,"OSA","2006",687601,5.83733649962375
"146994","Bolivia",64.67,-16.71,"OUSAID","2006",8422337,6.92543261470385
"146996","Bolivia",64.67,-16.71,"PC","2006",2372280,6.3751659474571
"146997","Bolivia",64.67,-16.71,"S416","2006",1123922,6.05073617231399
"146998","Bolivia",64.67,-16.71,"T1","2006",4580487,6.66091165489662
"146999","Bolivia",64.67,-16.71,"T2","2006",15933400,7.20230845902038
"147001","Bosnia_and_Herzegovina",-17.78,44.17,"CSH","2006",2e+05,5.30102999566398
"147002","Bosnia_and_Herzegovina",-17.78,44.17,"DDS","2006",1639000,6.2145789535705
"147008","Bosnia_and_Herzegovina",-17.78,44.17,"NPAT","2006",5315327,6.72552998756621
"147009","Bosnia_and_Herzegovina",-17.78,44.17,"OAGP","2006",1899128,6.27855423689093
"147010","Bosnia_and_Herzegovina",-17.78,44.17,"OSA","2006",134006,5.12712424395104
"147011","Bosnia_and_Herzegovina",-17.78,44.17,"OUSAID","2006",34326423,7.53562854993612
"147016","Botswana",-23.81,-22.19,"CSH","2006",0,-Inf
"147018","Botswana",-23.81,-22.19,"DA","2006",135000,5.13033376849501
"147020","Botswana",-23.81,-22.19,"GHIV","2006",32633119,7.51365858465989
"147024","Botswana",-23.81,-22.19,"OAGP","2006",8965206,6.95256027311018
"147027","Botswana",-23.81,-22.19,"PC","2006",1046633,6.01979442378408
"147030","Brazil",52.97,-10.81,"CSH","2006",3705103,6.56880028565134
"147031","Brazil",52.97,-10.81,"DDS","2006",967000,5.985426474083
"147032","Brazil",52.97,-10.81,"DA","2006",8715115,6.94027312220171
"147033","Brazil",52.97,-10.81,"ESFSS","2006",2e+05,5.30102999566398
"147038","Brazil",52.97,-10.81,"NC","2006",16485541,7.217103203797
"147039","Brazil",52.97,-10.81,"NPAT","2006",476515,5.67807657614894
"147040","Brazil",52.97,-10.81,"OAGP","2006",6749595,6.82927771438035
"147042","Brazil",52.97,-10.81,"OUSAID","2006",1047999,6.02036086824438
"147043","Brazil",52.97,-10.81,"OUSDA","2006",250000,5.39794000867204
"147049","Brunei",-114.75,4.57,"NPAT","2006",2052,3.31217735643978
"147050","Bulgaria",-25.28,42.77,"CSH","2006",8e+05,5.90308998699194
"147051","Bulgaria",-25.28,42.77,"DDS","2006",149000,5.17318626841227
"147052","Bulgaria",-25.28,42.77,"DA","2006",6e+05,5.77815125038364
"147053","Bulgaria",-25.28,42.77,"ESFSS","2006",196000,5.29225607135648
"147054","Bulgaria",-25.28,42.77,"MRA","2006",1e+05,5
"147057","Bulgaria",-25.28,42.77,"OAGP","2006",5081674,6.70600680070996
"147058","Bulgaria",-25.28,42.77,"OSA","2006",239888,5.38000852364882
"147059","Bulgaria",-25.28,42.77,"OUSAID","2006",18038206,7.25619334234986
"147060","Bulgaria",-25.28,42.77,"PC","2006",2769224,6.44235808685042
"147071","Burkina_Faso",1.75,12.28,"MC","2006",408340,5.61102192444516
"147072","Burkina_Faso",1.75,12.28,"OAGP","2006",298675,5.47519887236499
"147073","Burkina_Faso",1.75,12.28,"OSA","2006",29960,4.47654180902743
"147075","Burkina_Faso",1.75,12.28,"PC","2006",2253786,6.35291267682485
"147077","Burkina_Faso",1.75,12.28,"T2","2006",17708000,7.24816951330681
"147078","Burma_Myanmar_",-96.11,21.41,"CSH","2006",424512,5.62788997128226
"147079","Burma_Myanmar_",-96.11,21.41,"DDS","2006",180000,5.25527250510331
"147081","Burma_Myanmar_",-96.11,21.41,"ESFSS","2006",9600437,6.98229100203635
"147087","Burma_Myanmar_",-96.11,21.41,"OSA","2006",390000,5.5910646070265
"147091","Burundi",-29.89,-3.37,"CSH","2006",519914,5.71593151206886
"147092","Burundi",-29.89,-3.37,"DDS","2006",130000,5.11394335230684
"147093","Burundi",-29.89,-3.37,"DA","2006",2704272,6.43205037149967
"147094","Burundi",-29.89,-3.37,"ESFSS","2006",6941949,6.84148141874191
"147096","Burundi",-29.89,-3.37,"MRA","2006",18611802,7.26978842368259
"147098","Burundi",-29.89,-3.37,"NPAT","2006",512346,5.70956334992147
"147100","Burundi",-29.89,-3.37,"OSA","2006",39195,4.59323066878301
"147101","Burundi",-29.89,-3.37,"OUSAID","2006",4671085,6.66941777024113
"147105","Burundi",-29.89,-3.37,"T2","2006",15013100,7.17647037737896
"147106","Cambodia",-104.81,12.57,"CSH","2006",33332350,7.52286593340415
"147107","Cambodia",-104.81,12.57,"DDS","2006",726000,5.86093662070009
"147108","Cambodia",-104.81,12.57,"DA","2006",8493751,6.92909952520763
"147109","Cambodia",-104.81,12.57,"ESFSS","2006",15720138,7.19645635419547
"147111","Cambodia",-104.81,12.57,"GHIV","2006",2128000,6.32797162362301
"147113","Cambodia",-104.81,12.57,"MRA","2006",578000,5.76192783842053
"147115","Cambodia",-104.81,12.57,"NPAT","2006",2345024,6.37014729183329
"147116","Cambodia",-104.81,12.57,"OAGP","2006",2339791,6.36917706612789
"147117","Cambodia",-104.81,12.57,"OSA","2006",218068,5.33859194048449
"147118","Cambodia",-104.81,12.57,"OUSAID","2006",3275262,6.51524604649669
"147119","Cambodia",-104.81,12.57,"PC","2006",654651,5.81600983561269
"147123","Cameroon",-12.72,5.68,"CSH","2006",8e+05,5.90308998699194
"147124","Cameroon",-12.72,5.68,"DDS","2006",386939,5.58764250493756
"147132","Cameroon",-12.72,5.68,"OAGP","2006",395298,5.59692461704684
"147133","Cameroon",-12.72,5.68,"OSA","2006",99244,4.99670426006328
"147134","Cameroon",-12.72,5.68,"OUSAID","2006",35515,4.55041181900807
"147135","Cameroon",-12.72,5.68,"PC","2006",2575776,6.41090809230818
"147137","Cameroon",-12.72,5.68,"T1","2006",5167315,6.7132649369844
"147141","Canada",95.91,62.83,"OAGP","2006",22759157,7.3571561717376
"147142","Cape_Verde",24.03,16.32,"DDS","2006",1e+05,5
"147145","Cape_Verde",24.03,16.32,"MC","2006",96304758,7.98364774425952
"147147","Cape_Verde",24.03,16.32,"OAGP","2006",1043753,6.01859773676143
"147148","Cape_Verde",24.03,16.32,"OSA","2006",27244,4.43527087161057
"147150","Cape_Verde",24.03,16.32,"PC","2006",1282137,6.10793443326792
"147152","Cape_Verde",24.03,16.32,"T2","2006",5195300,6.71561063073492
"147153","Caribbean_not_specified",76.64,20.38,"CSH","2006",6435000,6.80854855124041
